cluster,frase_exemplo,ativo_cluster,n_eventos,n_motivos_unicos,prompt_version,first_event_date,last_event_date,event_dates,frases_originais,seq_d0,seq_d1,seq_d2,seq_d3,seq_d4,seq_d5
11,Variações nos preços internacionais do petróleo.,PRIO3,40,40,news-cluster-v1,2020-11-25,2026-02-27,"[""2020-11-25"", ""2020-12-01"", ""2020-12-18"", ""2021-01-11"", ""2021-01-15"", ""2021-01-20"", ""2021-01-21"", ""2021-01-22"", ""2021-02-11"", ""2021-03-18"", ""2021-05-04"", ""2021-06-07"", ""2021-06-08"", ""2021-06-17"", ""2021-07-19"", ""2021-09-06"", ""2021-09-17"", ""2021-09-20"", ""2021-10-18"", ""2021-10-27"", ""2021-11-12"", ""2021-11-29"", ""2021-12-21"", ""2022-02-11"", ""2022-03-23"", ""2022-03-24"", ""2022-03-25"", ""2022-04-01"", ""2022-04-28"", ""2022-05-17"", ""2022-07-05"", ""2022-07-14"", ""2023-04-03"", ""2023-09-21"", ""2024-01-26"", ""2024-07-23"", ""2025-01-23"", ""2025-01-30"", ""2025-08-06"", ""2026-02-27""]","[""Alta nos preços internacionais do petróleo"", ""Alta do preço internacional do petróleo"", ""Oscilação do preço internacional do petróleo"", ""Alta do preço do petróleo Brent"", ""Oscilação do preço do petróleo no mercado internacional"", ""volatilidade no preço do petróleo internacional"", ""Alta do preço do petróleo"", ""Queda nos preços internacionais do petróleo"", ""Oscilação do preço do petróleo"", ""Queda acentuada do preço do petróleo"", ""Valorização do preço do petróleo"", ""queda nos preços internacionais do petróleo"", ""Oscilação nos preços internacionais do petróleo"", ""Queda do preço internacional do petróleo"", ""Queda global dos preços do petróleo"", ""Valorização do petróleo no mercado internacional"", ""Desvalorização do petróleo no mercado internacional"", ""Desvalorização dos preços do petróleo"", ""variação negativa do preço do petróleo no mercado internacional"", ""queda do preço internacional do petróleo"", ""queda do preço do petróleo"", ""Alta do petróleo"", ""Alta do preço do petróleo no mercado internacional"", ""Alta dos preços internacionais do petróleo"", ""Alta nos preços do petróleo"", ""queda dos preços internacionais do petróleo"", ""queda nos preços do petróleo"", ""Alta dos preços do petróleo"", ""Valorização do petróleo"", ""queda do preço do petróleo no mercado internacional"", ""Queda acentuada do preço do petróleo no mercado internacional"", ""Queda dos preços internacionais do petróleo"", ""Alta internacional do petróleo"", ""Queda internacional dos preços do petróleo"", ""Valorização do preço do petróleo no mercado internacional"", ""queda do preço do barril internacionalmente"", ""Oscilação do setor de petróleo no mercado internacional"", ""Valorização do preço internacional do petróleo"", ""Oscilação do mercado de petróleo"", ""Variação do preço do petróleo""]",-1.25468365096781,-0.33082302724328233,0.0024161796451241946,-0.3628937329516386,,
12,Oscilações e ajustes técnicos do mercado de ações brasileiro.,PRIO3,9,9,news-cluster-v1,2020-12-11,2026-02-25,"[""2020-12-11"", ""2021-01-18"", ""2021-04-19"", ""2022-01-05"", ""2025-01-27"", ""2025-08-01"", ""2026-01-21"", ""2026-01-28"", ""2026-02-25""]","[""movimento técnico do mercado"", ""Movimento geral do mercado brasileiro"", ""Movimento geral do mercado de ações brasileiro"", ""ajuste técnico do mercado"", ""Movimento normal de mercado"", ""movimento geral do mercado"", ""Movimento de mercado"", ""Movimento técnico do mercado"", ""Movimento geral do mercado""]",-1.6251918358941517,-0.8016396849498377,0.20895951390361026,,,
13,Desempenho negativo do mercado acionário brasileiro e do Ibovespa.,PRIO3,8,8,news-cluster-v1,2021-03-10,2026-02-05,"[""2021-03-10"", ""2021-03-15"", ""2021-05-13"", ""2021-09-10"", ""2021-10-21"", ""2021-11-24"", ""2023-12-12"", ""2026-02-05""]","[""Movimento negativo do mercado acionário brasileiro"", ""Desempenho negativo do Ibovespa"", ""Desempenho negativo do mercado acionário brasileiro"", ""Desempenho negativo do Ibovespa no dia"", ""Movimento negativo do Ibovespa"", ""movimento negativo do mercado acionário brasileiro"", ""Desempenho negativo do mercado brasileiro"", ""Movimento negativo do mercado""]",-2.886748490591717,1.4608277117328041,2.056683020999608,,,
14,Avaliação negativa dos cenários internacional e brasileiro.,PRIO3,2,2,news-cluster-v1,2021-01-27,2022-03-07,"[""2021-01-27"", ""2022-03-07""]","[""avaliação negativa do cenário internacional"", ""avaliação negativa do mercado brasileiro""]",-2.710558316055899,,,,,
15,Influência de fatores macroeconômicos.,PRIO3,2,2,news-cluster-v1,2026-02-05,2026-03-03,"[""2026-02-05"", ""2026-03-03""]","[""Fatores macroeconômicos"", ""Possível influência de fatores macroeconômicos""]",-2.980000612218726,,,,,
16,Desempenho operacional superior ao esperado.,PRIO3,2,2,news-cluster-v1,2021-08-27,2024-08-09,"[""2021-08-27"", ""2024-08-09""]","[""Desempenho operacional acima do esperado"", ""Desempenho operacional positivo""]",5.2952742607138195,0.5472021961566027,,,,
17,Divulgação de resultados e dados operacionais majoritariamente positivos.,PRIO3,8,8,news-cluster-v1,2021-05-14,2025-11-05,"[""2021-05-14"", ""2021-11-05"", ""2022-02-25"", ""2022-07-18"", ""2023-08-03"", ""2024-11-04"", ""2025-04-10"", ""2025-11-05""]","[""Divulgação de resultados trimestrais positivos"", ""Divulgação de resultados trimestrais acima do esperado"", ""Divulgação de resultados financeiros positivos"", ""Divulgação de dados operacionais positivos"", ""Divulgação de dados operacionais positivos do 2T23"", ""divulgação de dados operacionais positivos"", ""Divulgação de dados operacionais abaixo do esperado"", ""divulgação de resultados trimestrais positivos""]",4.465209690414124,0.9343856569387422,1.3885383911947748,,,
18,queda generalizada do Ibovespa,PRIO3,3,3,news-cluster-v1,2021-01-27,2021-11-30,"[""2021-01-27"", ""2021-02-25"", ""2021-11-30""]","[""queda generalizada do Ibovespa"", ""Queda generalizada do Ibovespa"", ""queda generalizada do mercado de ações brasileiro""]",-3.23482278499939,,,,,
19,Resultados financeiros abaixo das expectativas dos analistas.,PRIO3,2,2,news-cluster-v1,2023-02-28,2023-11-08,"[""2023-02-28"", ""2023-11-08""]","[""Lucro líquido menor que o consenso de mercado"", ""Receita e lucro líquido menores que as projeções dos analistas""]",-5.915079197914224,-0.9495485644924551,,,,
20,Aversão ao risco nos mercados globais causada pelo conflito entre Rússia e Ucrânia.,PRIO3,2,2,news-cluster-v1,2022-02-22,2022-03-11,"[""2022-02-22"", ""2022-03-11""]","[""Aversão ao risco devido à escalada das tensões entre Rússia e Ucrânia"", ""Aversão ao risco nos mercados globais devido à guerra na Ucrânia""]",-3.2065984677182904,-1.9966366174870473,,,,
21,Incertezas fiscais e políticas no Brasil impactam o ativo.,PRIO3,2,2,news-cluster-v1,2021-02-25,2022-12-06,"[""2021-02-25"", ""2022-12-06""]","[""Incertezas fiscais e políticas no Brasil"", ""incertezas fiscais e políticas no Brasil""]",-3.8901892399191125,,,,,
22,Incertezas globais relacionadas à variante Ômicron impactam o mercado.,PRIO3,3,3,news-cluster-v1,2021-11-26,2021-12-20,"[""2021-11-26"", ""2021-11-30"", ""2021-12-20""]","[""Temor global com a variante Ômicron"", ""temores globais com a variante Ômicron"", ""Preocupações com a variante Ômicron""]",-5.74738766870363,3.4243214149526975,,,,
23,Realização de lucros após valorizações recentes.,PRIO3,9,9,news-cluster-v1,2020-11-30,2024-09-03,"[""2020-11-30"", ""2020-12-02"", ""2021-01-15"", ""2021-06-08"", ""2021-07-07"", ""2021-12-28"", ""2023-01-03"", ""2023-09-18"", ""2024-09-03""]","[""realização de lucros após alta do mês"", ""realização de lucros após alta recente"", ""Realização de lucros após alta recente"", ""Realização de lucros após altas anteriores"", ""Movimento de realização de lucros após altas recentes"", ""Movimento de realização de lucros após alta recente"", ""Realização de lucros após forte valorização anterior"", ""Realização de lucros após altas recentes"", ""realização de lucros após altas anteriores""]",-3.712668649873978,-0.752430120197678,-0.22872913695705133,,,
24,"Incertezas globais relacionadas a juros, inflação e recessão.",PRIO3,2,2,news-cluster-v1,2022-05-09,2022-06-30,"[""2022-05-09"", ""2022-06-30""]","[""temores globais sobre juros e economia"", ""preocupações globais com inflação e recessão""]",-5.36997576571292,,,,,
25,Revisão do guidance da companhia para baixo,PRIO3,1,1,news-cluster-v1,2025-04-10,2025-04-10,"[""2025-04-10""]","[""Revisão do guidance da companhia para baixo""]",-8.128491367116137,,,,,
26,Impacto negativo dos dados de inflação dos EUA nos mercados globais.,PRIO3,1,1,news-cluster-v1,2022-09-13,2022-09-13,"[""2022-09-13""]","[""Queda dos mercados globais após dados de inflação dos EUA""]",-2.0652109510364123,,,,,
27,Não há novidades ou eventos relevantes divulgados pela empresa.,PRIO3,4,4,news-cluster-v1,2022-09-13,2026-03-17,"[""2022-09-13"", ""2026-01-09"", ""2026-02-11"", ""2026-03-17""]","[""Ausência de notícias relevantes da empresa"", ""Ausência de eventos relevantes"", ""Ausência de fatos relevantes"", ""Ausência de notícias relevantes""]",1.3683824374508753,1.3120931801472,,,,
28,Otimismo do mercado em relação ao desempenho da PRIO3.,PRIO3,5,5,news-cluster-v1,2021-12-21,2024-02-15,"[""2021-12-21"", ""2022-11-01"", ""2023-04-06"", ""2023-06-30"", ""2024-02-15""]","[""Otimismo generalizado no mercado brasileiro"", ""Otimismo do mercado com desempenho operacional"", ""Otimismo do mercado com desempenho da empresa"", ""Otimismo no mercado acionário brasileiro"", ""Otimismo do mercado com desempenho da produção""]",3.7243389323038736,1.0434791742654113,1.3680810024404684,0.5011975273379714,,
29,Produção recorde divulgada em outubro.,PRIO3,1,1,news-cluster-v1,2022-11-01,2022-11-01,"[""2022-11-01""]","[""Divulgação de produção recorde em outubro""]",4.916642006028892,,,,,
30,Pessimismo crescente afeta os mercados globais.,PRIO3,1,1,news-cluster-v1,2022-09-29,2022-09-29,"[""2022-09-29""]","[""Avanço do pessimismo nos mercados globais""]",-2.4364086359937938,1.1017318732535828,5.1216879799407415,,,
31,Expectativa de recuperação econômica global impulsiona perspectivas para PRIO3.,PRIO3,1,1,news-cluster-v1,2020-12-29,2020-12-29,"[""2020-12-29""]","[""Expectativa de recuperação econômica global""]",1.923655002644245,,,,,
32,Aquisição de participação no campo de Albacora Leste.,PRIO3,2,2,news-cluster-v1,2020-11-19,2021-02-02,"[""2020-11-19"", ""2021-02-02""]","[""Anúncio de aquisição de participação no campo de Albacora Leste"", ""Aquisição de participação no campo de Albacora Leste""]",5.934394881437175,,,,,
33,Volatilidade do cenário macroeconômico brasileiro impacta o ativo.,PRIO3,1,1,news-cluster-v1,2021-09-01,2021-09-01,"[""2021-09-01""]","[""Cenário macroeconômico brasileiro volátil""]",-2.816906180726365,,,,,
34,Impacto negativo da crise da Evergrande nos mercados globais.,PRIO3,1,1,news-cluster-v1,2021-09-20,2021-09-20,"[""2021-09-20""]","[""Queda global dos mercados devido à crise da Evergrande""]",-5.680111514007881,,,,,
35,movimento global de ajuste em carteiras no fechamento de mês,PRIO3,1,1,news-cluster-v1,2020-11-30,2020-11-30,"[""2020-11-30""]","[""movimento global de ajuste em carteiras no fechamento de mês""]",,,,,,
36,Perspectiva de cortes de produção pela OPEP+ impacta o mercado.,PRIO3,2,2,news-cluster-v1,2022-10-03,2023-04-03,"[""2022-10-03"", ""2023-04-03""]","[""Expectativa de corte de produção pela OPEP+"", ""Anúncio de cortes de produção pela OPEP+""]",4.500570762445742,,,,,
37,Queda no volume de produção,PRIO3,1,1,news-cluster-v1,2023-11-07,2023-11-07,"[""2023-11-07""]","[""Queda no volume de produção""]",-2.4786494225270745,,,,,
38,Perspectiva de crescimento operacional.,PRIO3,1,1,news-cluster-v1,2020-12-23,2020-12-23,"[""2020-12-23""]","[""Perspectiva de crescimento operacional""]",10.807633293701123,,,,,
39,Notícias sobre negociações de paz entre Rússia e Ucrânia,PRIO3,1,1,news-cluster-v1,2022-03-09,2022-03-09,"[""2022-03-09""]","[""Notícias sobre negociações de paz entre Rússia e Ucrânia""]",-6.442376251921682,,,,,
40,Resultados trimestrais variam entre acima e abaixo do esperado.,PRIO3,2,2,news-cluster-v1,2022-08-11,2023-02-28,"[""2022-08-11"", ""2023-02-28""]","[""Resultados trimestrais acima do esperado"", ""Resultados trimestrais abaixo do esperado""]",-3.35502713906144,-0.9495485644924551,,,,
41,oscilações do mercado,PRIO3,5,5,news-cluster-v1,2023-02-14,2026-03-03,"[""2023-02-14"", ""2026-01-09"", ""2026-01-21"", ""2026-01-29"", ""2026-03-03""]","[""oscilações do mercado"", ""Oscilação normal do mercado"", ""Oscilação normal de preços"", ""Oscilação normal de mercado"", ""Oscilação do mercado""]",0.13828023528849887,0.1334973562112615,-0.9024888611279667,,,
42,Aquisição de participação no campo de Wahoo.,PRIO3,2,2,news-cluster-v1,2020-12-23,2021-03-19,"[""2020-12-23"", ""2021-03-19""]","[""Anúncio de aquisição de participação no campo de Wahoo"", ""Conclusão da aquisição de participação no campo de Wahoo""]",8.652118583828834,-3.598420904908537,,,,
43,Recuperação do mercado acionário brasileiro.,PRIO3,1,1,news-cluster-v1,2021-08-23,2021-08-23,"[""2021-08-23""]","[""Recuperação do mercado acionário brasileiro""]",3.605105621528173,,,,,
44,Aversão ao risco causada pela variante Delta da Covid-19.,PRIO3,1,1,news-cluster-v1,2021-07-19,2021-07-19,"[""2021-07-19""]","[""Aversão ao risco devido à variante Delta da Covid-19""]",-3.4482786578792615,,,,,
45,Recuperação após queda global por Ômicron,PRIO3,1,1,news-cluster-v1,2021-11-29,2021-11-29,"[""2021-11-29""]","[""Recuperação após queda global por Ômicron""]",3.4243214149526975,,,,,
46,Expectativa de desempenho financeiro consistente.,PRIO3,1,1,news-cluster-v1,2023-02-08,2023-02-08,"[""2023-02-08""]","[""Perspectiva de resultados financeiros sólidos""]",2.2099379058707886,,,,,
47,"Impactos da crise bancária nos EUA, como a quebra do SVB, afetam o contexto do ativo PRIO3.",PRIO3,1,1,news-cluster-v1,2023-03-13,2023-03-13,"[""2023-03-13""]","[""Crise bancária nos EUA (quebra do SVB)""]",-4.336037670270314,,,,,
48,Desempenho operacional da PRIO3 gera preocupações.,PRIO3,1,1,news-cluster-v1,2024-02-23,2024-02-23,"[""2024-02-23""]","[""Preocupações com desempenho operacional""]",-2.4494174807057165,0.13100736744655572,-1.0030507595955522,,,
49,Impacto da guerra na Ucrânia na volatilidade internacional.,PRIO3,1,1,news-cluster-v1,2022-03-07,2022-03-07,"[""2022-03-07""]","[""volatilidade internacional devido à guerra na Ucrânia""]",-2.3049731753074765,,,,,
